-60.521107550999943;-51.315036716999842
-60.527007615999906;-51.316582940999879
-60.530181443999965;-51.310967705999879
-60.531158006999931;-51.305352471999967
-60.534413214999887;-51.300957940999893
-60.546498175999886;-51.298028252999963
-60.566070115999935;-51.295017184999871
-60.58629309799997;-51.284600518999881
-60.59666907499988;-51.263360283999894
-60.582875128999945;-51.25497812299993
-60.555246548999946;-51.269301039999917
-60.54124915299991;-51.279880466999963
-60.53343665299991;-51.283379815999865
-60.520171678999873;-51.292738539999895
-60.516590949999909;-51.304782809999907
-60.521107550999943;-51.315036716999842
